#Position (bp)	mapping quality
2500.5	56.77803670259249
7500.5	58.138519037608035
12500.5	59.571652310101804
17500.5	59.72828030032177
22500.5	59.89393939393939
27500.5	59.9813200498132
32500.5	59.006248140434394
37500.5	59.81842636180229
42500.5	58.36168537113605
47500.5	60.0
52500.5	59.96615905245347
57500.5	59.98234774933804
62500.5	59.88386063275931
67500.5	59.19879062736206
72500.5	59.791286198799895
77500.5	59.9721059972106
82500.5	47.58752946218127
87500.5	59.98412278380524
92500.5	60.0
97500.5	59.9729912221472
102500.5	59.60126582278481
107500.5	59.977519670288494
112500.5	57.018826937002174
117500.5	59.35306718597858
122500.5	59.926448053938095
127500.5	58.08886220354248
132500.5	9.136555607695918
137500.5	0.0
142500.5	2.339067702552719
147500.5	6.4574182335282035
152500.5	1.3386048526863086
157500.5	33.12477286493034
162500.5	8.178975222516238
167500.5	0.0
172500.5	0.0
177500.5	14.47191011235955
182500.5	0.7472817133443163
187500.5	25.748698368622005
192500.5	16.713884992987378
197500.5	52.19746593354052
202500.5	57.27375809935205
207500.5	57.50948062654575
212500.5	59.98459958932238
217500.5	59.60968660968661
222500.5	59.986882378662
227500.5	59.21336581970066
232500.5	59.98592540464462
237500.5	59.87514723203769
242500.5	59.82241420686345
247500.5	59.07242664182581
252500.5	53.77920227920228
257500.5	59.932149271602476
262500.5	59.988913525498894
267500.5	59.97856760135738
272500.5	59.72991452991453
277500.5	60.0
282500.5	58.907108239095315
287500.5	59.95150862068966
292500.5	56.68574199806014
297500.5	59.8962962962963
302500.5	60.0
307500.5	59.949345715491766
312500.5	59.27657594789486
317500.5	59.93435448577681
322500.5	59.92231463457795
327500.5	59.98771750255885
332500.5	59.61013343647264
337500.5	60.0
342500.5	59.97141495950453
347500.5	59.72563962983125
352500.5	59.98367346938775
357500.5	59.39579684763573
362500.5	59.959869342043866
367500.5	59.977867945407596
372500.5	59.9757035837214
377500.5	59.71500949968335
382500.5	58.53361227336123
387500.5	59.05122180451128
392500.5	59.73671379814724
397500.5	59.97521685254027
402500.5	60.0
407500.5	59.59133431806992
412500.5	54.82436334996062
417500.5	59.58203799654577
422500.5	59.86745213549337
427500.5	58.88168557536467
432500.5	59.97721518987342
437500.5	59.98728274692667
442500.5	58.83964411338713
447500.5	59.982547993019196
452500.5	59.95454545454545
457500.5	59.88593155893536
462500.5	56.406515925115485
467500.5	56.515742128935536
472500.5	58.58122992198256
477500.5	59.76995940460081
482500.5	59.65682362330407
487500.5	60.0
492500.5	58.459979736575484
497500.5	59.898924731182795
502500.5	59.87963891675025
507500.5	59.651246350774755
512500.5	58.516666666666666
517500.5	59.95232040686586
522500.5	58.67416256734598
527500.5	59.88637194008038
532500.5	59.360455974842765
537500.5	59.34669713336103
542500.5	57.004740357681534
547500.5	58.514193367060145
552500.5	58.79652005799903
557500.5	59.98622589531681
562500.5	57.996985934360346
567500.5	59.32476579389863
572500.5	59.92009727288519
577500.5	59.226404494382024
582500.5	59.92474466941408
587500.5	59.38701045974216
592500.5	59.68584251325989
597500.5	57.22936416184971
602500.5	59.9609375
607500.5	51.18947168377043
612500.5	59.91668343731133
617500.5	57.852952098031935
622500.5	56.44751655629139
627500.5	55.16445623342175
632500.5	52.80204505512063
637500.5	53.85357624831309
642500.5	53.98422090729783
647500.5	59.91477272727273
652500.5	60.0
657500.5	54.895482130815914
662500.5	48.302486187845304
667500.5	46.320935175345376
672500.5	47.62326869806094
677500.5	51.666666666666664
682500.5	57.09891936824605
687500.5	57.38666666666666
692500.5	55.67629716981132
697500.5	47.82800485633347
702500.5	54.010529086601736
707500.5	50.194125159642404
712500.5	54.53
717500.5	52.37055417700579
722500.5	54.93307562213095
727500.5	52.81948168007149
732500.5	51.90159248672928
737500.5	52.400072939460244
742500.5	53.5212966453072
747500.5	52.24233851956624
752500.5	59.21876413340257
757500.5	59.648358781441324
762500.5	59.83414168321062
767500.5	59.66678939617084
772500.5	59.68742894056847
777500.5	59.44838673734142
782500.5	59.41229259172704
787500.5	59.065195974948985
792500.5	58.436384125083634
797500.5	58.874798033017214
802500.5	59.25560795814838
807500.5	58.870912193118265
812500.5	56.90798205360037
817500.5	59.18923058259789
822500.5	58.95013247705778
827500.5	59.663604072933936
832500.5	59.754452676512436
837500.5	59.23674729799279
842500.5	59.46101088415089
847500.5	59.633582810236604
852500.5	59.70667788590522
857500.5	59.163170820081326
862500.5	59.88789724119228
867500.5	59.86843556734301
872500.5	59.81132807090431
877500.5	59.8855981870751
882500.5	59.37191665389919
887500.5	59.75404037727851
892500.5	59.11659192825112
897500.5	58.75134503795927
902500.5	59.5085381091212
907500.5	59.36048341124159
912500.5	59.525337140690006
917500.5	59.714138369681066
922500.5	59.9158993733457
927500.5	59.25700624881651
932500.5	59.91965624330692
937500.5	59.91111308934314
942500.5	59.958070798487796
947500.5	59.79383019583379
952500.5	59.815758324327106
957500.5	59.810752500436486
962500.5	59.771113177916355
967500.5	59.901021036369336
972500.5	59.858195367233
977500.5	59.956270799307404
982500.5	59.921645645782014
987500.5	59.92254243372135
992500.5	59.95240307307486
997500.5	59.89752522545616
1002500.5	59.94193476207051
1007500.5	59.835334666192395
1012500.5	59.86051775357193
1017500.5	59.86682894903033
1022500.5	59.582186653600644
1027500.5	59.48840861591988
1032500.5	59.80747570222599
1037500.5	59.802932641688706
1042500.5	59.93099843178254
1047500.5	59.91334628159011
1052500.5	59.868478330045185
1057500.5	59.94776555836079
1062500.5	59.970780657027774
1067500.5	59.87325022803284
1072500.5	59.94260470047712
1077500.5	59.83658389406929
1082500.5	59.93428641622893
1087500.5	59.911695801045234
1092500.5	59.89764315708503
1097500.5	59.949194159916225
1102500.5	59.82632731186478
1107500.5	59.92333822655198
1112500.5	59.89953952767393
1117500.5	59.818156012262975
1122500.5	59.86920907174198
1127500.5	59.902289580392946
1132500.5	59.92282869481766
1137500.5	59.86140552713387
1142500.5	59.723857275795496
1147500.5	59.72801127414408
1152500.5	59.90304850473684
1157500.5	59.89246317184631
1162500.5	59.80285895806861
1167500.5	59.93701238963428
1172500.5	59.86731208505006
1177500.5	59.79674148742894
1182500.5	59.9197416530357
1187500.5	59.9600642205955
1192500.5	57.83578066914498
1197500.5	59.92879074024725
1202500.5	59.628644368802725
1207500.5	58.458435761862255
1212500.5	58.96881254409584
1217500.5	59.88686198424907
1222500.5	59.77977652555026
1227500.5	59.733065241282844
1232500.5	59.69471603355239
1237500.5	59.74037305135129
1242500.5	59.205766518673286
1247500.5	59.94695562939797
1252500.5	59.87518523017126
1257500.5	59.93803927311781
1262500.5	59.885271670786175
1267500.5	59.94797320931197
1272500.5	59.850493790945535
1277500.5	59.170421493085676
1282500.5	59.85043106328945
1287500.5	59.51656700388486
1292500.5	59.77095512410212
1297500.5	59.896045599347076
1302500.5	60.0
1307500.5	59.61245235069886
1312500.5	59.71054477437456
1317500.5	60.0
1322500.5	59.922726053125835
1327500.5	58.83040784718637
1332500.5	59.203756848421605
1337500.5	59.79453836150845
1342500.5	59.96882307092751
1347500.5	59.96312554872696
1352500.5	59.98294485503127
1357500.5	59.60908193484699
1362500.5	60.0
1367500.5	57.98634812286689
1372500.5	59.9835255354201
1377500.5	59.52161458333333
1382500.5	59.38344552480678
1387500.5	59.83516483516483
1392500.5	58.50259274032708
1397500.5	59.77197499080544
1402500.5	59.5405271009448
1407500.5	55.684084476377095
1412500.5	59.82008125362739
1417500.5	59.96530789245447
1422500.5	56.390491036632895
1427500.5	59.46482813749001
1432500.5	59.59164733178654
1437500.5	59.85267034990792
1442500.5	59.869363266886005
1447500.5	59.632862288722635
1452500.5	58.4793800166067
1457500.5	59.67916666666667
1462500.5	59.916219839142094
1467500.5	59.71835632873425
1472500.5	59.858795842322024
1477500.5	58.78162911611785
1482500.5	59.028373702422144
1487500.5	59.909667786487496
1492500.5	59.72002679169457
1497500.5	60.0
1502500.5	59.76329906124273
1507500.5	59.49773569370111
1512500.5	59.93069993069993
1517500.5	57.74573055028463
1522500.5	59.08820826952527
1527500.5	57.77009155645982
1532500.5	59.81433728726147
1537500.5	58.78418523372652
1542500.5	59.156047628995196
1547500.5	58.113564041368335
1552500.5	59.92492351141445
1557500.5	59.7606976744186
1562500.5	59.78652906029332
1567500.5	59.91185897435897
1572500.5	59.8626577579807
1577500.5	59.89554682383759
1582500.5	59.87372851631007
1587500.5	59.95337995337995
1592500.5	59.97189037245256
1597500.5	59.963525835866264
1602500.5	59.87739571589628
1607500.5	59.81037315184229
1612500.5	48.070281124497996
1617500.5	57.0766306522609
1622500.5	59.5166732051785
1627500.5	58.86595698457528
1632500.5	57.398009950248756
1637500.5	55.8915003219575
1642500.5	59.90762124711316
1647500.5	59.917634635691655
1652500.5	60.0
1657500.5	58.01157865009884
1662500.5	59.86092882382635
1667500.5	59.50064892926671
1672500.5	59.8267244251916
1677500.5	55.30067147475752
1682500.5	58.79260400616333
1687500.5	58.82399368587214
1692500.5	59.626291492635744
1697500.5	58.64938786142225
1702500.5	59.51409395973155
1707500.5	58.66383404148963
1712500.5	59.535299581978634
1717500.5	58.98394004282655
1722500.5	59.98941798941799
1727500.5	59.25943508188939
1732500.5	59.17358490566038
1737500.5	59.945205479452056
1742500.5	57.40416210295729
1747500.5	59.972375690607734
1752500.5	57.939016990291265
1757500.5	59.57846790890269
1762500.5	60.0
1767500.5	56.92591155934833
1772500.5	59.85015376013419
1777500.5	59.88580662537032
1782500.5	60.0
1787500.5	58.54462695428458
1792500.5	59.95425667090216
1797500.5	56.5068093385214
1802500.5	59.98668146503885
1807500.5	59.9556274555119
1812500.5	59.301875
1817500.5	59.80752277402292
1822500.5	59.76411343758283
1827500.5	59.987544114594144
1832500.5	59.972434915773356
1837500.5	59.63975517341883
1842500.5	59.841125737630506
1847500.5	59.971797884841365
1852500.5	59.312027491408934
1857500.5	60.0
1862500.5	59.829007633587786
1867500.5	60.0
1872500.5	59.48177578165486
1877500.5	59.95092024539877
1882500.5	59.86081871345029
1887500.5	58.34029511918275
1892500.5	59.49001663893511
1897500.5	60.0
1902500.5	59.88538496652465
1907500.5	59.56616088677158
1912500.5	59.90813569498649
1917500.5	59.84274590376215
1922500.5	59.84191686505558
1927500.5	59.94286922077312
1932500.5	59.91407520149434
1937500.5	59.87503928801839
1942500.5	59.93041869596406
1947500.5	59.52735521750734
1952500.5	59.907464572614856
1957500.5	59.86536022436985
1962500.5	59.70838688570561
1967500.5	59.903071334214005
1972500.5	59.7751190681127
1977500.5	56.05050928839475
1982500.5	57.970539873938066
1987500.5	59.85679319037007
1992500.5	59.8457478113735
1997500.5	59.91459420836393
