#Position (bp)	mapping quality
692500.5	43.92883895131086
697500.5	30.13415710503089
702500.5	35.77893309222423
707500.5	36.18024263431543
712500.5	52.885225885225886
717500.5	25.80338266384778
722500.5	43.68167770419426
727500.5	38.57975279576221
732500.5	35.06048109965636
737500.5	44.967179487179486
742500.5	45.84580152671756
747500.5	43.44290657439446
752500.5	57.78140232470941
757500.5	58.639235987147444
762500.5	59.52005293159609
767500.5	57.91377669949099
772500.5	59.25458327915746
777500.5	58.51238000559197
782500.5	57.18506887223656
787500.5	55.22792307417847
792500.5	53.86439718319827
797500.5	55.16240901455767
802500.5	57.387365771152105
807500.5	54.65529472462273
812500.5	49.764246934886565
817500.5	56.235486660079054
822500.5	56.93335716839471
827500.5	58.50712674569276
832500.5	58.54558542457865
837500.5	56.94689488114569
842500.5	58.1240607131096
847500.5	58.81197720935871
852500.5	58.4451950849366
857500.5	58.22366495976591
862500.5	59.90710042995253
867500.5	59.577289515161496
872500.5	59.14293607381623
877500.5	59.69441680196931
882500.5	57.501131135456646
887500.5	58.947008024095815
892500.5	57.53711737768137
897500.5	54.41374350973844
902500.5	58.879095752204044
907500.5	56.430539096214474
912500.5	58.7733286293879
917500.5	59.46918497963568
922500.5	59.59258426966292
927500.5	56.617785800240675
932500.5	58.94755705476203
937500.5	58.92748572199487
942500.5	59.85929739827767
947500.5	59.83526659518471
952500.5	59.780829662434336
957500.5	59.50182648401827
962500.5	59.782924613987284
967500.5	59.89569517024817
972500.5	59.57213355480128
977500.5	59.83667199213469
982500.5	59.706346865143296
987500.5	59.572842672137455
992500.5	59.856887127956654
997500.5	59.46810992394905
1002500.5	59.969631879120065
1007500.5	59.71479155045716
1012500.5	59.48775214238629
1017500.5	59.609693877551024
1022500.5	59.496292372881356
1027500.5	58.00732618504682
1032500.5	59.69427386276736
1037500.5	59.67922732650857
1042500.5	59.71466845277964
1047500.5	59.74825032275599
1052500.5	59.82363738336817
1057500.5	59.862422946907934
1062500.5	59.91754483268626
1067500.5	59.87527165287036
1072500.5	59.68908036531825
1077500.5	59.62280641544832
1082500.5	59.836685778738605
1087500.5	59.91586559857588
1092500.5	59.84136322142205
1097500.5	59.91616795720462
1102500.5	59.60021340058685
1107500.5	59.852179637214746
1112500.5	59.81998992950655
1117500.5	59.828084100312424
1122500.5	59.926717644049006
1127500.5	59.60726864834548
1132500.5	59.781279620853084
1137500.5	59.74049167405656
1142500.5	58.61431069416304
1147500.5	59.14988049713193
1152500.5	59.841898428053206
1157500.5	59.749406503616186
1162500.5	59.61797157068195
1167500.5	59.94586770878564
1172500.5	59.85184574138998
1177500.5	59.35450330195307
1182500.5	59.81774546145804
1187500.5	59.98638498717919
1192500.5	51.935583285494154
1197500.5	59.72099168236754
1202500.5	58.858390999153684
1207500.5	55.83554981590372
1212500.5	56.757865776919246
1217500.5	59.38443633044272
1222500.5	59.411551736622336
1227500.5	57.77103610478645
1232500.5	59.14977782594559
1237500.5	58.383664708540444
1242500.5	58.15245860616424
1247500.5	59.518055419082245
1252500.5	59.71372883420636
1257500.5	59.80051418777376
1262500.5	59.5902262951996
1267500.5	59.79155084701316
1272500.5	59.52125211652846
1277500.5	56.93198762489222
1282500.5	58.83728783035433
1287500.5	58.36307700433083
1292500.5	58.200518164218195
1297500.5	59.35408224621578
1302500.5	59.609159099881566
1307500.5	59.96021220159151
1312500.5	59.46308113035551
1317500.5	59.68037974683544
1322500.5	59.966814159292035
1327500.5	60.0
1332500.5	58.52793439261917
1337500.5	59.9367422245651
1342500.5	60.0
1347500.5	60.0
1352500.5	60.0
1357500.5	59.25730994152047
1362500.5	60.0
1367500.5	58.976436544026456
1372500.5	60.0
1377500.5	56.49781871061561
1382500.5	56.96531219028741
1387500.5	58.84103179364127
1392500.5	54.59141433499425
1397500.5	57.57997218358832
1402500.5	59.302396736359
1407500.5	55.34493529674253
1412500.5	56.699893390191896
1417500.5	59.965753424657535
1422500.5	59.01993355481728
1427500.5	58.82610364683301
1432500.5	60.0
1437500.5	59.97627520759193
1442500.5	60.0
1447500.5	59.3331655762456
1452500.5	54.22222222222222
1457500.5	59.144385026737964
1462500.5	59.97275204359673
1467500.5	60.0
1472500.5	58.15578465063001
1477500.5	55.56446280991736
1482500.5	55.725817211474315
1487500.5	59.951651893634164
1492500.5	57.633699633699635
1497500.5	60.0
1502500.5	59.82867448151488
1507500.5	58.33465503568596
1512500.5	59.35229357798165
1517500.5	60.0
1522500.5	55.08053302433372
1527500.5	60.0
1532500.5	56.236569274269556
1537500.5	60.0
1542500.5	57.95626576955425
1547500.5	58.23300589390963
1552500.5	56.85564435564436
1557500.5	57.16551724137931
1562500.5	59.213793103448275
1567500.5	59.952848722986246
1572500.5	59.97051597051597
1577500.5	59.96214511041009
1582500.5	59.959294436906376
1587500.5	58.07850834151129
1592500.5	60.0
1597500.5	59.93087557603687
1602500.5	60.0
1607500.5	59.712250712250714
1612500.5	54.159680638722556
1617500.5	59.009140008309096
1622500.5	55.71813725490196
1627500.5	58.4622342831298
1632500.5	46.012054794520544
1637500.5	51.35751295336787
1642500.5	58.56430707876371
1647500.5	57.44342906875544
1652500.5	59.52075669994745
1657500.5	57.669603524229075
1662500.5	60.0
1667500.5	59.016455696202534
1672500.5	60.0
1677500.5	57.86387434554974
1682500.5	54.42901425914445
1687500.5	58.7792472024415
1692500.5	59.92070484581498
1697500.5	59.166374781085814
1702500.5	59.012853470437015
1707500.5	57.96888888888889
1712500.5	57.337608795235916
1717500.5	59.09336734693878
1722500.5	60.0
1727500.5	56.78194774346793
1732500.5	55.56582482536271
1737500.5	59.78688524590164
1742500.5	56.944017563117455
1747500.5	56.81244743481918
1752500.5	58.86594202898551
1757500.5	59.323203285420945
1762500.5	58.414125200642054
1767500.5	56.4829097283085
1772500.5	59.70005595970901
1777500.5	59.53219989696033
1782500.5	60.0
1787500.5	58.06490384615385
1792500.5	60.0
1797500.5	57.19983586376693
1802500.5	57.93362445414847
1807500.5	60.0
1812500.5	60.0
1817500.5	59.892341842397336
1822500.5	60.0
1827500.5	60.0
1832500.5	58.5233918128655
1837500.5	59.96493278784337
1842500.5	58.23218096457533
1847500.5	59.71097234611953
1852500.5	59.76185383244207
1857500.5	60.0
1862500.5	60.0
1867500.5	60.0
1872500.5	59.74877878576413
1877500.5	59.949473684210524
1882500.5	59.97860199714693
1887500.5	59.94241842610365
1892500.5	59.91785414920369
1897500.5	60.0
1902500.5	58.57238357819995
1907500.5	58.64502726564529
1912500.5	59.733979479532785
1917500.5	59.377375595997584
1922500.5	59.3073308920058
1927500.5	59.84969776692036
1932500.5	59.87996702957035
1937500.5	59.850430722693496
1942500.5	59.89409095980068
1947500.5	58.85158329154935
1952500.5	59.971743399519966
1957500.5	59.34726857544353
1962500.5	57.2825020819839
1967500.5	59.71181327405525
1972500.5	59.809988235740576
1977500.5	55.86145251396648
1982500.5	54.615793595186084
1987500.5	59.734418031598786
1992500.5	59.870210440974304
1997500.5	59.65066317210706
